29.054001	-29.196708	20.736882
49.862687	-10.222920	14.016003
6.367575	25.014464	12.690513
10.318011	47.316751	7.843322
-19.372572	27.228984	12.553974
-63.409360	6.526383	22.472564
-42.141617	21.319452	15.504477
11.308346	68.913516	5.188894
-65.748385	24.657869	6.210863
-72.580680	21.025267	17.199293
-21.090193	55.422974	6.232386
-43.560415	43.828053	0.324803
-51.703226	44.316868	10.096002
-80.828912	36.015826	13.630382
-23.404552	78.492267	5.173332
-58.671031	63.937409	7.891291
-24.574791	-93.175635	24.390886
-74.671116	36.973554	5.250935
77.861160	3.474479	-1.501912
14.324757	91.567630	-2.072034
-26.641014	102.410636	-2.065942
-66.766854	87.655856	-0.366685
-92.704785	56.132921	3.571033
0.698073	47.440908	0.138499
44.103125	-8.113366	1.524042
-32.701127	77.168245	-0.701751
-68.288420	61.006042	1.154764
-31.742384	51.931842	-2.406530
-62.490711	40.512394	3.701338
-87.390101	29.649505	9.052819
-80.249859	16.403406	11.368304
3.722537	67.799369	-1.449814
55.838337	-20.978833	12.069203
-11.145295	53.990384	-2.012173
21.056192	43.226869	-2.141207
22.392338	66.054785	-3.174804
-52.385678	65.226042	-0.297578
-21.726439	48.962089	-13.112203
56.796628	-18.712097	-2.569653
-21.232889	2.087719	-11.417201
10.122066	68.016631	-9.606054
-14.270376	77.971302	-5.255009
-23.635158	76.066658	-10.801861
-61.938916	63.004636	-7.735485
-83.274546	33.302975	-0.608418
