3.820964	15.494779	-4.971989
3.431196	3.294031	-4.406599
2.854180	-10.565552	0.470773
-13.086358	-33.107270	1.816351
15.101322	-34.185519	1.057866
2.757672	-36.242948	19.517060
-16.218868	-43.265622	3.867004
17.691687	-43.438288	2.736025
1.828477	-49.773528	9.071976
-73.224497	-18.198158	-44.359355
68.494947	-24.391117	-57.591440
-74.716512	-38.346394	-71.217536
64.363074	-38.596154	-85.081696
-25.127109	-76.008400	-0.057643
21.500932	-76.008879	0.062993
0.666104	-94.341424	5.737413
0.623541	-103.653207	2.257643
-0.202446	-117.243212	-9.699332
-9.625914	-5.924706	-7.634186
13.864360	-8.246905	-9.061293
